Date,Title,Kicker,Image,Link,Word_Count_Title,Word_Count_Kicker,Character_Count_Title,Character_Count_Kicker,Capital_Words_Kicker,Sentiment_Title,Sentiment_Kicker,Keyword_Frequency_Title,Keyword_Frequency_Kicker,Readability_Score_Title,Readability_Score_Kicker,Title_Complexity
2024-10-14,CONTRIBUTES OVER $2 BILLION TO THE STATE,"Texas Lottery generates $8.39 billion in sales in FY 2024, its second-best year",https://imagenesyogonet.b-cdn.net/data/imagenes/2024/02/27/61938/1709044222-texas-lottery-tickets-generic.jpg,https://www.yogonet.com/international/news/2024/10/14/81867-texas-lottery-generates-839-billion-in-sales-in-fy-2024-its-secondbest-year,7,13,40,79,"['Texas', 'Lottery']",0.0,0.0,"{'to': 1, 'in': 0, 'of': 0, 'on': 0, 'for': 0, 'a': 0, 'and': 0, 'million': 0, 'gambling': 0, 'march': 0}","{'to': 0, 'in': 2, 'for': 0, 'gambling': 0, 'the': 0, 'of': 0, 'betting': 0, 'and': 0, 'gaming': 0, 'new': 0}",0.0,56.97846153846157,4.857142857142857
2024-10-09,PROPOSAL WAS SHOT DOWN IN 2022,Irish Senate to revisit lottery betting ban amid concerns over good causes funding,https://imagenesyogonet.b-cdn.net/data/imagenes/2022/10/20/49996/1666292841-national-lottery-ireland.jpg,https://www.yogonet.com/international/news/2024/10/09/81367-irish-senate-to-revisit-lottery-betting-ban-amid-concerns-over-good-causes-funding,6,13,30,82,"['Irish', 'Senate']",-0.15555555555555559,0.35,"{'to': 0, 'in': 1, 'of': 0, 'on': 0, 'for': 0, 'a': 0, 'and': 0, 'million': 0, 'gambling': 0, 'march': 0}","{'to': 1, 'in': 0, 'for': 0, 'gambling': 0, 'the': 0, 'of': 0, 'betting': 1, 'and': 0, 'gaming': 0, 'new': 0}",0.0,0.0,4.166666666666667
2024-10-08,ITS 11TH STATE IN THE US,"Lotto.com enters Massachusetts, bringing first-ever digital scratch ticket offering",https://imagenesyogonet.b-cdn.net/data/imagenes/2024/10/08/68680/1728411204-lotto-com-web.jpg,https://www.yogonet.com/international/news/2024/10/08/81279-lottocom-enters-massachusetts-bringing-firstever-digital-scratch-ticket-offering,6,9,24,83,"['Massachusetts,']",0.0,0.0,"{'to': 0, 'in': 1, 'of': 0, 'on': 0, 'for': 0, 'a': 0, 'and': 0, 'million': 0, 'gambling': 0, 'march': 0}","{'to': 0, 'in': 0, 'for': 0, 'gambling': 0, 'the': 0, 'of': 0, 'betting': 0, 'and': 0, 'gaming': 0, 'new': 0}",0.0,-18.499999999999943,3.1666666666666665
2024-09-30,SUSTAINABLE PRACTICES ADOPTED,The European Lotteries announces Greenhouse Gas Emissions Reduction Programme to lower carbon footprint,https://imagenesyogonet.b-cdn.net/data/imagenes/2024/09/30/68389/1727698920-european-lotteries-seminario-dublin-sep-2024.jpg,https://www.yogonet.com/international/news/2024/09/30/80094-the-european-lotteries-announces-greenhouse-gas-emissions-reduction-programme-to-lower-carbon-footprint,3,13,29,103,"['The', 'European', 'Lotteries', 'Greenhouse', 'Gas', 'Emissions', 'Reduction', 'Programme']",0.0,0.0,"{'to': 0, 'in': 0, 'of': 0, 'on': 0, 'for': 0, 'a': 0, 'and': 0, 'million': 0, 'gambling': 0, 'march': 0}","{'to': 1, 'in': 0, 'for': 0, 'gambling': 0, 'the': 1, 'of': 0, 'betting': 0, 'and': 0, 'gaming': 0, 'new': 0}",0.0,0.0,9.0
2024-09-30,EIGHT ADDITIONAL CATEGORIES,Texas Lottery wins two awards at NASPL Conference,https://imagenesyogonet.b-cdn.net/data/imagenes/2024/03/25/62884/1711389644-texas-lottery-lucky-7-scratch-ticket-game-march-2024.jpg,https://www.yogonet.com/international/news/2024/09/30/80090-texas-lottery-wins-two-awards-at-naspl-conference,3,8,27,49,"['Texas', 'Lottery', 'Conference']",0.0,0.3,"{'to': 0, 'in': 0, 'of': 0, 'on': 0, 'for': 0, 'a': 0, 'and': 0, 'million': 0, 'gambling': 0, 'march': 0}","{'to': 0, 'in': 0, 'for': 0, 'gambling': 0, 'the': 0, 'of': 0, 'betting': 0, 'and': 0, 'gaming': 0, 'new': 0}",0.0,0.0,8.333333333333334
2024-09-27,AIMS TO ENHANCE PLAYER ENGAGEMENT,Florida Lottery unveils four new scratch-off games with over $664 million in cash prizes,https://imagenesyogonet.b-cdn.net/data/imagenes/2019/08/22/27242/1625334661-florida-lottery-headquarters-oficina.jpg,https://www.yogonet.com/international/news/2024/09/27/79974-florida-lottery-unveils-four-new-scratchoff-games-with-over-664-million-in-cash-prizes,5,14,33,88,"['Florida', 'Lottery']",0.0,0.13636363636363635,"{'to': 1, 'in': 0, 'of': 0, 'on': 0, 'for': 0, 'a': 0, 'and': 0, 'million': 0, 'gambling': 0, 'march': 0}","{'to': 0, 'in': 1, 'for': 0, 'gambling': 0, 'the': 0, 'of': 0, 'betting': 0, 'and': 0, 'gaming': 0, 'new': 1}",0.0,0.0,5.8
2024-09-16,OLG INCREASED TOP LIMIT THIS MONTH,Canada reaches record limit of $59 million jackpot prize for Lotto Max,https://imagenesyogonet.b-cdn.net/data/imagenes/2024/09/16/67875/1726508261-lotto-max-80-million-jackpot-2024.jpg,https://www.yogonet.com/international/news/2024/09/16/78906-canada-reaches-record-limit-of-59-million-jackpot-prize-for-lotto-max,6,12,34,70,"['Canada', 'Lotto', 'Max']",0.5,0.0,"{'to': 0, 'in': 0, 'of': 0, 'on': 0, 'for': 0, 'a': 0, 'and': 0, 'million': 0, 'gambling': 0, 'march': 0}","{'to': 0, 'in': 0, 'for': 1, 'gambling': 0, 'the': 0, 'of': 1, 'betting': 0, 'and': 0, 'gaming': 0, 'new': 0}",0.0,0.0,4.833333333333333
2025-02-28,AVAILABLE FOR DOWNLOAD,A new report from Slotegrator: 10 myths about gambling,https://imagenesyogonet.b-cdn.net/data/imagenes/2025/02/27/73042/1740672100-slotegrator-10-myths-about-gambling.jpg,https://www.yogonet.com/international/news/2025/02/28/96560-a-new-report-from-slotegrator-10-myths-about-gambling,3,9,22,54,"['A', 'Slotegrator:']",0.4,0.13636363636363635,"{'to': 0, 'in': 0, 'of': 0, 'on': 0, 'for': 1, 'a': 0, 'and': 0, 'million': 0, 'gambling': 0, 'march': 0}","{'to': 0, 'in': 0, 'for': 0, 'gambling': 1, 'the': 0, 'of': 0, 'betting': 0, 'and': 0, 'gaming': 0, 'new': 1}",0.0,0.0,6.666666666666667
2025-02-25,BOCA 9 CUPS,Betsson introduces official Club Atlético Boca Juniors online slot,https://imagenesyogonet.b-cdn.net/data/imagenes/2025/02/24/72836/1740403016-betsson-boca-9-cups-argentina.jpg,https://www.yogonet.com/international/news/2025/02/25/96308-betsson-introduces-official-club-atletico-boca-juniors-online-slot,3,9,11,66,"['Betsson', 'Club', 'Atlético', 'Boca', 'Juniors']",0.0,0.0,"{'to': 0, 'in': 0, 'of': 0, 'on': 0, 'for': 0, 'a': 0, 'and': 0, 'million': 0, 'gambling': 0, 'march': 0}","{'to': 0, 'in': 0, 'for': 0, 'gambling': 0, 'the': 0, 'of': 0, 'betting': 0, 'and': 0, 'gaming': 0, 'new': 0}",0.0,0.0,3.0
2025-02-25,ONLINE GAMBLING GENERATED $1.68 BILLION,"Sweden’s gambling revenue up 2.65% to $2.62 billion in 2024, driven by online sector",https://imagenesyogonet.b-cdn.net/data/imagenes/2025/02/24/72841/1740407899-bandera-suecia-generica.jpg,https://www.yogonet.com/international/news/2025/02/25/95894-swedens-gambling-revenue-up-265-to-262-billion-in-2024-driven-by-online-sector,5,14,39,84,[],0.0,0.0,"{'to': 0, 'in': 0, 'of': 0, 'on': 0, 'for': 0, 'a': 0, 'and': 0, 'million': 0, 'gambling': 1, 'march': 0}","{'to': 1, 'in': 1, 'for': 0, 'gambling': 1, 'the': 0, 'of': 0, 'betting': 0, 'and': 0, 'gaming': 0, 'new': 0}",15.640000000000015,78.87285714285717,7.0
2025-02-20,A STRATEGIC SHIFT,Microgaming transforms into Apricot Investments: analyzing the impact of this change,https://imagenesyogonet.b-cdn.net/data/imagenes/2025/02/20/72755/1740059208-card-a-casino-generica.png,https://www.yogonet.com/international/news/2025/02/20/95760-microgaming-transforms-into-apricot-investments-analyzing-the-impact-of-this-change,3,11,17,84,"['Microgaming', 'Apricot', 'Investments:']",0.0,0.0,"{'to': 0, 'in': 0, 'of': 0, 'on': 0, 'for': 0, 'a': 1, 'and': 0, 'million': 0, 'gambling': 0, 'march': 0}","{'to': 0, 'in': 0, 'for': 0, 'gambling': 0, 'the': 1, 'of': 1, 'betting': 0, 'and': 0, 'gaming': 0, 'new': 0}",0.0,0.0,5.0
2025-02-20,UPLATFORM GUIDE,Unlock data's power: The smart operator’s guide,https://imagenesyogonet.b-cdn.net/data/imagenes/2025/02/19/72731/1739978689-uplatform-unlock-data-power-the-smart-operator-guide-1.jpg,https://www.yogonet.com/international/news/2025/02/20/95682-unlock-data-39s-power-the-smart-operators-guide,2,7,15,47,"['Unlock', 'The']",0.0,0.21428571428571427,"{'to': 0, 'in': 0, 'of': 0, 'on': 0, 'for': 0, 'a': 0, 'and': 0, 'million': 0, 'gambling': 0, 'march': 0}","{'to': 0, 'in': 0, 'for': 0, 'gambling': 0, 'the': 1, 'of': 0, 'betting': 0, 'and': 0, 'gaming': 0, 'new': 0}",0.0,0.0,7.0
2025-02-17,ONLINE CASINO REVENUE UP 14.7%,"Denmark’s gambling revenue rises to $1.02 billion in 2024, driven by online casino growth",https://imagenesyogonet.b-cdn.net/data/imagenes/2023/08/30/57186/1693401909-spillemyndigheden-danish-gambling-authority.jpg,https://www.yogonet.com/international/news/2025/02/17/95424-denmarks-gambling-revenue-rises-to-102-billion-in-2024-driven-by-online-casino-growth,5,14,30,89,[],0.0,0.0,"{'to': 0, 'in': 0, 'of': 0, 'on': 0, 'for': 0, 'a': 0, 'and': 0, 'million': 0, 'gambling': 0, 'march': 0}","{'to': 1, 'in': 1, 'for': 0, 'gambling': 1, 'the': 0, 'of': 0, 'betting': 0, 'and': 0, 'gaming': 0, 'new': 0}",32.56000000000003,53.639285714285734,5.2
2025-02-17,AC CASINOS GENERATED $210 MILLION,Online gaming outpaces Atlantic City casinos' revenue for the second time in January,https://imagenesyogonet.b-cdn.net/data/imagenes/2022/11/18/50654/1668799999-vista-atlantic-city-casinos.jpg,https://www.yogonet.com/international/news/2025/02/17/95412-online-gaming-outpaces-atlantic-city-casinos-39-revenue-for-the-second-time-in-january,5,13,33,84,"['Online', 'Atlantic', 'City', 'January']",0.0,0.0,"{'to': 0, 'in': 0, 'of': 0, 'on': 0, 'for': 0, 'a': 0, 'and': 0, 'million': 1, 'gambling': 0, 'march': 0}","{'to': 0, 'in': 1, 'for': 1, 'gambling': 0, 'the': 1, 'of': 0, 'betting': 0, 'and': 0, 'gaming': 1, 'new': 0}",0.0,0.0,5.8
2025-02-12,COMPANY ANALYSIS,SOFTSWISS shares top 5 retention trends,https://imagenesyogonet.b-cdn.net/data/imagenes/2025/02/13/72527/1739450846-softswiss-top-5-retention-trends.jpg,https://www.yogonet.com/international/news/2025/02/12/94917-softswiss-shares-top-5-retention-trends,2,6,16,39,[],0.0,0.5,"{'to': 0, 'in': 0, 'of': 0, 'on': 0, 'for': 0, 'a': 0, 'and': 0, 'million': 0, 'gambling': 0, 'march': 0}","{'to': 0, 'in': 0, 'for': 0, 'gambling': 0, 'the': 0, 'of': 0, 'betting': 0, 'and': 0, 'gaming': 0, 'new': 0}",0.0,0.0,7.5
2025-02-10,DRIVEN BY REAL EVENT BETTING AND SLOT,UK online gambling revenue surges 21% in Q3 to $1.91 billion,https://imagenesyogonet.b-cdn.net/data/imagenes/2022/09/21/49113/1663774137-ukgc-generica-05-gambling-commission.jpg,https://www.yogonet.com/international/news/2025/02/10/94647-uk-online-gambling-revenue-surges-21-in-q3-to-191-billion,7,11,37,60,['Q3'],0.2,0.0,"{'to': 0, 'in': 0, 'of': 0, 'on': 0, 'for': 0, 'a': 0, 'and': 1, 'million': 0, 'gambling': 0, 'march': 0}","{'to': 1, 'in': 1, 'for': 0, 'gambling': 1, 'the': 0, 'of': 0, 'betting': 0, 'and': 0, 'gaming': 0, 'new': 0}",0.0,80.30636363636367,4.428571428571429
2025-02-07,COMPANY'S ANALYSIS,Slotegrator reveals gamification trends in gambling for 2025,https://imagenesyogonet.b-cdn.net/data/imagenes/2025/02/07/72405/1738940967-slotegrator-gamification-trends-in-gambling-2025.jpg,https://www.yogonet.com/international/news/2025/02/07/94410-slotegrator-reveals-gamification-trends-in-gambling-for-2025,2,8,18,60,['Slotegrator'],0.0,0.0,"{'to': 0, 'in': 0, 'of': 0, 'on': 0, 'for': 0, 'a': 0, 'and': 0, 'million': 0, 'gambling': 0, 'march': 0}","{'to': 0, 'in': 1, 'for': 1, 'gambling': 1, 'the': 0, 'of': 0, 'betting': 0, 'and': 0, 'gaming': 0, 'new': 0}",0.0,0.0,8.5
2025-02-06,COMPANY'S ANALYSIS,Slotegrator highlights what defines an iGaming brand’s reputation,https://imagenesyogonet.b-cdn.net/data/imagenes/2025/02/06/72346/1738843688-slotegrator-igaming-brand-reputation-analysis.jpg,https://www.yogonet.com/international/news/2025/02/06/94272-slotegrator-highlights-what-defines-an-igaming-brands-reputation,2,8,18,65,['Slotegrator'],0.0,0.0,"{'to': 0, 'in': 0, 'of': 0, 'on': 0, 'for': 0, 'a': 0, 'and': 0, 'million': 0, 'gambling': 0, 'march': 0}","{'to': 0, 'in': 0, 'for': 0, 'gambling': 0, 'the': 0, 'of': 0, 'betting': 0, 'and': 0, 'gaming': 0, 'new': 0}",0.0,0.0,8.5
2025-01-29,DOCV'S WARNING,"Germany’s online slots struggling with low channelisation and rising black market, local trade body says",https://imagenesyogonet.b-cdn.net/data/imagenes/2021/07/02/37404/1625375344-juego-online-alemania-generica.jpg,https://www.yogonet.com/international/news/2025/01/29/93409-germanys-online-slots-struggling-with-low-channelisation-and-rising-black-market-local-trade-body-says,2,15,14,104,[],0.0,-0.05555555555555555,"{'to': 0, 'in': 0, 'of': 0, 'on': 0, 'for': 0, 'a': 0, 'and': 0, 'million': 0, 'gambling': 0, 'march': 0}","{'to': 0, 'in': 0, 'for': 0, 'gambling': 0, 'the': 0, 'of': 0, 'betting': 0, 'and': 1, 'gaming': 0, 'new': 0}",0.0,0.0,6.5
2025-01-30,SOFTSWISS' ANALYSIS,What are the game-changing crypto trends in 2025? Highlights from SOFTSWISS,https://imagenesyogonet.b-cdn.net/data/imagenes/2025/01/29/72115/1738154171-softswiss-crypto-trends-2025.jpg,https://www.yogonet.com/international/news/2025/01/30/93394-what-are-the-gamechanging-crypto-trends-in-2025-highlights-from-softswiss,2,11,19,75,"['What', 'Highlights']",0.0,0.0,"{'to': 0, 'in': 0, 'of': 0, 'on': 0, 'for': 0, 'a': 0, 'and': 0, 'million': 0, 'gambling': 0, 'march': 0}","{'to': 0, 'in': 1, 'for': 0, 'gambling': 0, 'the': 1, 'of': 0, 'betting': 0, 'and': 0, 'gaming': 0, 'new': 0}",0.0,64.9245454545455,9.0
2025-01-23,"TAX SET AT 0.3% UNTIL JUNE 30, 1% FROM JULY 1",Peru implements gradual tax increase for online gaming and sports betting,https://imagenesyogonet.b-cdn.net/data/imagenes/2019/07/05/26492/1625331661-apuestas-online-peru-generica.jpg,https://www.yogonet.com/international/news/2025/01/23/92673-peru-implements-gradual-tax-increase-for-online-gaming-and-sports-betting,11,11,45,73,['Peru'],0.0,0.0,"{'to': 0, 'in': 0, 'of': 0, 'on': 0, 'for': 0, 'a': 0, 'and': 0, 'million': 0, 'gambling': 0, 'march': 0}","{'to': 0, 'in': 0, 'for': 1, 'gambling': 0, 'the': 0, 'of': 0, 'betting': 1, 'and': 1, 'gaming': 1, 'new': 0}",118.76090909090911,0.0,3.1818181818181817
2025-01-21,REVENUE RISES 35% TO $223.6 MILLION,Pennsylvania sets new iGaming revenue record in December amid sports betting decline,https://imagenesyogonet.b-cdn.net/data/imagenes/2020/08/06/32335/1625355064-hollywood-casino-penn-national-race-course-pensilvania.jpg,https://www.yogonet.com/international/news/2025/01/21/92581-pennsylvania-sets-new-igaming-revenue-record-in-december-amid-sports-betting-decline,6,12,35,84,"['Pennsylvania', 'December']",0.0,0.13636363636363635,"{'to': 1, 'in': 0, 'of': 0, 'on': 0, 'for': 0, 'a': 0, 'and': 0, 'million': 1, 'gambling': 0, 'march': 0}","{'to': 0, 'in': 1, 'for': 0, 'gambling': 0, 'the': 0, 'of': 0, 'betting': 1, 'and': 0, 'gaming': 0, 'new': 1}",87.94500000000002,0.0,5.0
2025-01-21,COMPANY ANALYSIS,How to prepare for 2025: Slotegrator’s tips for operators,https://imagenesyogonet.b-cdn.net/data/imagenes/2025/01/16/71563/1737041636-slotegrator-how-to-prepare-for-2025-tips-for-operators.jpg,https://www.yogonet.com/international/news/2025/01/21/92505-how-to-prepare-for-2025-slotegrators-tips-for-operators,2,9,16,57,['How'],0.0,0.0,"{'to': 0, 'in': 0, 'of': 0, 'on': 0, 'for': 0, 'a': 0, 'and': 0, 'million': 0, 'gambling': 0, 'march': 0}","{'to': 1, 'in': 0, 'for': 2, 'gambling': 0, 'the': 0, 'of': 0, 'betting': 0, 'and': 0, 'gaming': 0, 'new': 0}",0.0,0.0,7.5
2025-01-16,COMPANY ANALYSIS,How to prepare for 2025: Slotegrator’s tips for operators,https://imagenesyogonet.b-cdn.net/data/imagenes/2025/01/16/71563/1737041636-slotegrator-how-to-prepare-for-2025-tips-for-operators.jpg,https://www.yogonet.com/international/news/2025/01/16/92038-how-to-prepare-for-2025-slotegrators-tips-for-operators,2,9,16,57,['How'],0.0,0.0,"{'to': 0, 'in': 0, 'of': 0, 'on': 0, 'for': 0, 'a': 0, 'and': 0, 'million': 0, 'gambling': 0, 'march': 0}","{'to': 1, 'in': 0, 'for': 2, 'gambling': 0, 'the': 0, 'of': 0, 'betting': 0, 'and': 0, 'gaming': 0, 'new': 0}",0.0,0.0,7.5
2025-01-15,ANALYSIS BY BETTING OPERATOR RIVALRY,Case study: How digital natives will shape online gambling in 2025,https://imagenesyogonet.b-cdn.net/data/imagenes/2025/01/15/71516/1736961707-rivalry-chronically-online-digital-natives-gambling-trends-2025-06.jpg,https://www.yogonet.com/international/news/2025/01/15/91933-case-study-how-digital-natives-will-shape-online-gambling-in-2025,5,11,36,66,"['Case', 'How']",0.0,0.0,"{'to': 0, 'in': 0, 'of': 0, 'on': 0, 'for': 0, 'a': 0, 'and': 0, 'million': 0, 'gambling': 0, 'march': 0}","{'to': 0, 'in': 1, 'for': 0, 'gambling': 1, 'the': 0, 'of': 0, 'betting': 0, 'and': 0, 'gaming': 0, 'new': 0}",0.0,0.0,6.4
2025-01-13,NEW ANALYSIS,SOFTSWISS and Kantar survey review: What operators look for in casino platforms and game hubs,https://imagenesyogonet.b-cdn.net/data/imagenes/2025/01/10/71383/1736533584-softswiss-survey-what-operators-look-for-gaming-hubs-platforms.jpg,https://www.yogonet.com/international/news/2025/01/13/91398-softswiss-and-kantar-survey-review-what-operators-look-for-in-casino-platforms-and-game-hubs,2,15,12,93,"['Kantar', 'What']",0.13636363636363635,-0.4,"{'to': 0, 'in': 0, 'of': 0, 'on': 0, 'for': 0, 'a': 0, 'and': 0, 'million': 0, 'gambling': 0, 'march': 0}","{'to': 0, 'in': 1, 'for': 1, 'gambling': 0, 'the': 0, 'of': 0, 'betting': 0, 'and': 2, 'gaming': 0, 'new': 0}",0.0,0.0,5.5
2025-01-10,PART OF A BALANCED LEISURE BUDGET,Report reveals gambling represents 10.69% of UK consumers’ leisure spending,https://imagenesyogonet.b-cdn.net/data/imagenes/2023/09/13/57568/1694610321-tarjeta-credito-juego-apuesta-online-generica-credit-card.jpg,https://www.yogonet.com/international/news/2025/01/10/91382-report-reveals-gambling-represents-1069-of-uk-consumers-leisure-spending,6,10,33,75,['Report'],0.0,0.0,"{'to': 0, 'in': 0, 'of': 1, 'on': 0, 'for': 0, 'a': 1, 'and': 0, 'million': 0, 'gambling': 0, 'march': 0}","{'to': 0, 'in': 0, 'for': 0, 'gambling': 1, 'the': 0, 'of': 1, 'betting': 0, 'and': 0, 'gaming': 0, 'new': 0}",0.0,35.94500000000002,4.666666666666667
2025-03-07,AN INCREASE OF 150.62 POINTS,AGEM Index sees 9.2% increase in February with Konami setting record as largest positive contributor in history,https://imagenesyogonet.b-cdn.net/data/imagenes/2025/03/07/73253/1741354181-agem-index-2025-febrero.jpg,https://www.yogonet.com/international/news/2025/03/07/97398-agem-index-sees-92-increase-in-february-with-konami-setting-record-as-largest-positive-contributor-in-history,5,17,28,111,"['Index', 'February', 'Konami']",0.0,0.22727272727272727,"{'to': 0, 'in': 0, 'of': 1, 'on': 0, 'for': 0, 'a': 0, 'and': 0, 'million': 0, 'gambling': 0, 'march': 0}","{'to': 0, 'in': 2, 'for': 0, 'gambling': 0, 'the': 0, 'of': 0, 'betting': 0, 'and': 0, 'gaming': 0, 'new': 0}",100.24000000000002,15.403529411764737,4.8
2025-03-06,THROUGH HARD ROCK BET,Hard Rock Digital joins the International Betting Integrity Association,https://imagenesyogonet.b-cdn.net/data/imagenes/2025/03/05/73183/1741191369-alianza-hard-rock-digital-ibia.jpg,https://www.yogonet.com/international/news/2025/03/06/97188-hard-rock-digital-joins-the-international-betting-integrity-association,4,9,21,71,"['Hard', 'Rock', 'Digital', 'International', 'Betting', 'Integrity', 'Association']",-0.2916666666666667,-0.09722222222222222,"{'to': 0, 'in': 0, 'of': 0, 'on': 0, 'for': 0, 'a': 0, 'and': 0, 'million': 0, 'gambling': 0, 'march': 0}","{'to': 0, 'in': 0, 'for': 0, 'gambling': 0, 'the': 1, 'of': 0, 'betting': 1, 'and': 0, 'gaming': 0, 'new': 0}",0.0,0.0,4.5
2025-03-06,INITIATIVE BY THE CANJ,Atlantic City casinos promote responsible gaming during Problem Gambling Awareness Month,https://imagenesyogonet.b-cdn.net/data/imagenes/2022/11/18/50654/1668799999-vista-atlantic-city-casinos.jpg,https://www.yogonet.com/international/news/2025/03/06/97184-atlantic-city-casinos-promote-responsible-gaming-during-problem-gambling-awareness-month,4,11,22,88,"['Atlantic', 'City', 'Problem', 'Gambling', 'Awareness', 'Month']",0.0,0.2,"{'to': 0, 'in': 0, 'of': 0, 'on': 0, 'for': 0, 'a': 0, 'and': 0, 'million': 0, 'gambling': 0, 'march': 0}","{'to': 0, 'in': 0, 'for': 0, 'gambling': 1, 'the': 0, 'of': 0, 'betting': 0, 'and': 0, 'gaming': 1, 'new': 0}",0.0,0.0,4.75
2025-03-03,CFTC PLANS ROUNDTABLE NEXT MONTH,Tribal gaming groups urge CFTC to block sports futures trading,https://imagenesyogonet.b-cdn.net/data/imagenes/2022/09/06/48751/1662470418-commodity-futures-trading-commission-cftc-estados-unidos.jpg,https://www.yogonet.com/international/news/2025/03/03/96571-tribal-gaming-groups-urge-cftc-to-block-sports-futures-trading,5,10,32,62,['Tribal'],0.0,0.0,"{'to': 0, 'in': 0, 'of': 0, 'on': 0, 'for': 0, 'a': 0, 'and': 0, 'million': 0, 'gambling': 0, 'march': 0}","{'to': 1, 'in': 0, 'for': 0, 'gambling': 0, 'the': 0, 'of': 0, 'betting': 0, 'and': 0, 'gaming': 1, 'new': 0}",0.0,0.0,5.6
2025-02-27,TAX RATE WOULD INCREASE TO 25%,Casino Association of New Jersey warns proposed online gaming tax increase would harm AC economy,https://imagenesyogonet.b-cdn.net/data/imagenes/2022/08/11/48153/1660238630-mark-giannantonio-resorts-atlantic-city-casino-association-new-jersey-canj.jpg,https://www.yogonet.com/international/news/2025/02/27/96450-casino-association-of-new-jersey-warns-proposed-online-gaming-tax-increase-would-harm-ac-economy,6,15,30,96,"['Casino', 'Association', 'New', 'Jersey']",0.0,0.13636363636363635,"{'to': 1, 'in': 0, 'of': 0, 'on': 0, 'for': 0, 'a': 0, 'and': 0, 'million': 0, 'gambling': 0, 'march': 0}","{'to': 0, 'in': 0, 'for': 0, 'gambling': 0, 'the': 0, 'of': 1, 'betting': 0, 'and': 0, 'gaming': 1, 'new': 1}",0.0,0.0,4.166666666666667
2025-02-28,AREAS FOR IMPROVEMENT ON SOCIAL MEDIA,"EGBA members highly compliant with minor protection measures in traditional advertising, report finds",https://imagenesyogonet.b-cdn.net/data/imagenes/2021/12/01/41086/1638384040-maarten-haijer-secretary-general-egba.jpg,https://www.yogonet.com/international/news/2025/02/28/96404-egba-members-highly-compliant-with-minor-protection-measures-in-traditional-advertising-report-finds,6,13,37,101,[],0.03333333333333333,0.03666666666666667,"{'to': 0, 'in': 0, 'of': 0, 'on': 1, 'for': 1, 'a': 0, 'and': 0, 'million': 0, 'gambling': 0, 'march': 0}","{'to': 0, 'in': 1, 'for': 0, 'gambling': 0, 'the': 0, 'of': 0, 'betting': 0, 'and': 0, 'gaming': 0, 'new': 0}",0.0,0.0,5.333333333333333
2025-02-26,MEMBERSHIP LEVELS RESTRUCTURED IN 2024,"IGSA announces 2025 Board of Directors, Nimish Purohit reappointed as Chair",https://imagenesyogonet.b-cdn.net/data/imagenes/2020/03/10/30636/1625348283-logo-igsa-international-gaming-standards-association.jpg,https://www.yogonet.com/international/news/2025/02/26/96306-igsa-announces-2025-board-of-directors-nimish-purohit-reappointed-as-chair,5,11,38,75,"['Board', 'Directors,', 'Nimish', 'Purohit', 'Chair']",0.0,0.0,"{'to': 0, 'in': 1, 'of': 0, 'on': 0, 'for': 0, 'a': 0, 'and': 0, 'million': 0, 'gambling': 0, 'march': 0}","{'to': 0, 'in': 0, 'for': 0, 'gambling': 0, 'the': 0, 'of': 1, 'betting': 0, 'and': 0, 'gaming': 0, 'new': 0}",0.0,0.0,6.8
2025-02-24,FROM MARCH 31 TO APRIL 3,Indian Gaming Association unveils 2025 tradeshow plans amid industry challenges,https://imagenesyogonet.b-cdn.net/data/imagenes/2021/07/26/37811/1627326662-indian-gaming-tradeshow-2021-vista-general.jpg,https://www.yogonet.com/international/news/2025/02/24/96214-indian-gaming-association-unveils-2025-tradeshow-plans-amid-industry-challenges,6,10,24,79,"['Indian', 'Gaming', 'Association']",0.0,0.0,"{'to': 1, 'in': 0, 'of': 0, 'on': 0, 'for': 0, 'a': 0, 'and': 0, 'million': 0, 'gambling': 0, 'march': 1}","{'to': 0, 'in': 0, 'for': 0, 'gambling': 0, 'the': 0, 'of': 0, 'betting': 0, 'and': 0, 'gaming': 1, 'new': 0}",0.0,0.0,3.1666666666666665
2025-02-21,TACKLES FINANCIAL FRAUD IN SPORTS BETTING,IBIA launches Payment Provider Forum to bolster Brazil’s betting market integrity,https://imagenesyogonet.b-cdn.net/data/imagenes/2024/07/10/65962/1720614392-ibia-latinoamerica.jpg,https://www.yogonet.com/international/news/2025/02/21/95773-ibia-launches-payment-provider-forum-to-bolster-brazils-betting-market-integrity,6,11,41,81,"['Payment', 'Provider', 'Forum']",0.0,0.0,"{'to': 0, 'in': 1, 'of': 0, 'on': 0, 'for': 0, 'a': 0, 'and': 0, 'million': 0, 'gambling': 0, 'march': 0}","{'to': 1, 'in': 0, 'for': 0, 'gambling': 0, 'the': 0, 'of': 0, 'betting': 1, 'and': 0, 'gaming': 0, 'new': 0}",0.0,0.0,6.0
